ApartmentId,StartDate,EndDate,PromotionType,PromotionValue
3235,2025-03-08,2030-01-01,fixed,13
3236,2025-03-08,2030-01-01,fixed,13
3237,2025-03-08,2030-01-01,fixed,13
3239,2025-03-08,2030-01-01,fixed,13
3241,2025-03-08,2030-01-01,fixed,13
3270,2025-03-08,2030-01-01,fixed,13
3271,2025-03-08,2030-01-01,fixed,13
3272,2025-03-08,2030-01-01,fixed,13
3273,2025-03-08,2030-01-01,fixed,13
3274,2025-03-08,2030-01-01,fixed,13
3275,2025-03-08,2030-01-01,fixed,13
3277,2025-03-08,2030-01-01,fixed,13
3278,2025-03-08,2030-01-01,fixed,13
3279,2025-03-08,2030-01-01,fixed,13
3280,2025-03-08,2030-01-01,fixed,13
3281,2025-03-08,2030-01-01,fixed,13
3282,2025-03-08,2030-01-01,fixed,13
3284,2025-03-08,2030-01-01,fixed,13
3285,2025-03-08,2030-01-01,fixed,13
3287,2025-03-08,2030-01-01,fixed,13
3288,2025-03-08,2030-01-01,fixed,13
3289,2025-03-08,2030-01-01,fixed,13
3291,2025-03-08,2030-01-01,fixed,13
3292,2025-03-08,2030-01-01,fixed,13
3293,2025-03-08,2030-01-01,fixed,13
3294,2025-03-08,2030-01-01,fixed,13
3295,2025-03-08,2030-01-01,fixed,13
3306,2025-03-08,2030-01-01,fixed,13
3297,2025-03-08,2030-01-01,fixed,13
3296,2025-03-08,2030-01-01,fixed,13
3300,2025-03-08,2030-01-01,fixed,13
3301,2025-03-08,2030-01-01,fixed,13
3302,2025-03-08,2030-01-01,fixed,13
3303,2025-03-08,2030-01-01,fixed,13
3304,2025-03-08,2030-01-01,fixed,13
3307,2025-03-08,2030-01-01,fixed,13
3308,2025-03-08,2030-01-01,fixed,13
3309,2025-03-08,2030-01-01,fixed,13
3310,2025-03-08,2030-01-01,fixed,13
3311,2025-03-08,2030-01-01,fixed,13
3313,2025-03-08,2030-01-01,fixed,13
3314,2025-03-08,2030-01-01,fixed,13
3315,2025-03-08,2030-01-01,fixed,13
3317,2025-03-08,2030-01-01,fixed,13
3318,2025-03-08,2030-01-01,fixed,13
3320,2025-03-08,2030-01-01,fixed,13
3321,2025-03-08,2030-01-01,fixed,13
3322,2025-03-08,2030-01-01,fixed,13
3323,2025-03-08,2030-01-01,fixed,13
3324,2025-03-08,2030-01-01,fixed,13
3325,2025-03-08,2030-01-01,fixed,13
3327,2025-03-08,2030-01-01,fixed,13
3328,2025-03-08,2030-01-01,fixed,13
3329,2025-03-08,2030-01-01,fixed,13
3330,2025-03-08,2030-01-01,fixed,13
3331,2025-03-08,2030-01-01,fixed,13
3332,2025-03-08,2030-01-01,fixed,13
3334,2025-03-08,2030-01-01,fixed,13
3335,2025-03-08,2030-01-01,fixed,13
3336,2025-03-08,2030-01-01,fixed,13
3337,2025-03-08,2030-01-01,fixed,13
3338,2025-03-08,2030-01-01,fixed,13
3340,2025-03-08,2030-01-01,fixed,13
3341,2025-03-08,2030-01-01,fixed,13
3342,2025-03-08,2030-01-01,fixed,13
3343,2025-03-08,2030-01-01,fixed,13
3267,2025-03-08,2030-01-01,fixed,13
3348,2025-03-08,2030-01-01,fixed,13
3349,2025-03-08,2030-01-01,fixed,13
3350,2025-03-08,2030-01-01,fixed,13
3351,2025-03-08,2030-01-01,fixed,13
3352,2025-03-08,2030-01-01,fixed,13
3354,2025-03-08,2030-01-01,fixed,13
3355,2025-03-08,2030-01-01,fixed,13
3356,2025-03-08,2030-01-01,fixed,13
3357,2025-03-08,2030-01-01,fixed,13
3358,2025-03-08,2030-01-01,fixed,13
3359,2025-03-08,2030-01-01,fixed,13
3361,2025-03-08,2030-01-01,fixed,13
3362,2025-03-08,2030-01-01,fixed,13
3363,2025-03-08,2030-01-01,fixed,13
3365,2025-03-08,2030-01-01,fixed,13
3366,2025-03-08,2030-01-01,fixed,13
3368,2025-03-08,2030-01-01,fixed,13
3369,2025-03-08,2030-01-01,fixed,13
3370,2025-03-08,2030-01-01,fixed,13
3371,2025-03-08,2030-01-01,fixed,13
3372,2025-03-08,2030-01-01,fixed,13
3373,2025-03-08,2030-01-01,fixed,13
3375,2025-03-08,2030-01-01,fixed,13
3376,2025-03-08,2030-01-01,fixed,13
3377,2025-03-08,2030-01-01,fixed,13
3379,2025-03-08,2030-01-01,fixed,13
3364,2025-03-08,2030-01-01,fixed,13
3382,2025-03-08,2030-01-01,fixed,13
3383,2025-03-08,2030-01-01,fixed,13
3384,2025-03-08,2030-01-01,fixed,13
3385,2025-03-08,2030-01-01,fixed,13
3386,2025-03-08,2030-01-01,fixed,13
3387,2025-03-08,2030-01-01,fixed,13
3389,2025-03-08,2030-01-01,fixed,13
3390,2025-03-08,2030-01-01,fixed,13
3391,2025-03-08,2030-01-01,fixed,13
3392,2025-03-08,2030-01-01,fixed,13
3393,2025-03-08,2030-01-01,fixed,13
3394,2025-03-08,2030-01-01,fixed,13
3396,2025-03-08,2030-01-01,fixed,13
3397,2025-03-08,2030-01-01,fixed,13
3398,2025-03-08,2030-01-01,fixed,13
3399,2025-03-08,2030-01-01,fixed,13
3400,2025-03-08,2030-01-01,fixed,13
3401,2025-03-08,2030-01-01,fixed,13
3403,2025-03-08,2030-01-01,fixed,13
3405,2025-03-08,2030-01-01,fixed,13
3406,2025-03-08,2030-01-01,fixed,13
3408,2025-03-08,2030-01-01,fixed,13
3411,2025-03-08,2030-01-01,fixed,13
3412,2025-03-08,2030-01-01,fixed,13
3413,2025-03-08,2030-01-01,fixed,13
3414,2025-03-08,2030-01-01,fixed,13
3415,2025-03-08,2030-01-01,fixed,13
3418,2025-03-08,2030-01-01,fixed,13
3419,2025-03-08,2030-01-01,fixed,13
3420,2025-03-08,2030-01-01,fixed,13
3344,2025-03-08,2030-01-01,fixed,13
3479,2025-03-08,2030-01-01,fixed,13
3424,2025-03-08,2030-01-01,fixed,13
3425,2025-03-08,2030-01-01,fixed,13
3426,2025-03-08,2030-01-01,fixed,13
3427,2025-03-08,2030-01-01,fixed,13
3428,2025-03-08,2030-01-01,fixed,13
3430,2025-03-08,2030-01-01,fixed,13
3432,2025-03-08,2030-01-01,fixed,13
3433,2025-03-08,2030-01-01,fixed,13
3434,2025-03-08,2030-01-01,fixed,13
3435,2025-03-08,2030-01-01,fixed,13
3436,2025-03-08,2030-01-01,fixed,13
3437,2025-03-08,2030-01-01,fixed,13
3439,2025-03-08,2030-01-01,fixed,13
3440,2025-03-08,2030-01-01,fixed,13
3441,2025-03-08,2030-01-01,fixed,13
3442,2025-03-08,2030-01-01,fixed,13
3443,2025-03-08,2030-01-01,fixed,13
3444,2025-03-08,2030-01-01,fixed,13
3446,2025-03-08,2030-01-01,fixed,13
3447,2025-03-08,2030-01-01,fixed,13
3448,2025-03-08,2030-01-01,fixed,13
3449,2025-03-08,2030-01-01,fixed,13
3450,2025-03-08,2030-01-01,fixed,13
3451,2025-03-08,2030-01-01,fixed,13
3453,2025-03-08,2030-01-01,fixed,13
3454,2025-03-08,2030-01-01,fixed,13
3455,2025-03-08,2030-01-01,fixed,13
3456,2025-03-08,2030-01-01,fixed,13
3457,2025-03-08,2030-01-01,fixed,13
3458,2025-03-08,2030-01-01,fixed,13
3476,2025-03-08,2030-01-01,fixed,13
3461,2025-03-08,2030-01-01,fixed,13
3462,2025-03-08,2030-01-01,fixed,13
3463,2025-03-08,2030-01-01,fixed,13
3464,2025-03-08,2030-01-01,fixed,13
3465,2025-03-08,2030-01-01,fixed,13
3467,2025-03-08,2030-01-01,fixed,13
3468,2025-03-08,2030-01-01,fixed,13
3469,2025-03-08,2030-01-01,fixed,13
3470,2025-03-08,2030-01-01,fixed,13
3471,2025-03-08,2030-01-01,fixed,13
3472,2025-03-08,2030-01-01,fixed,13
3474,2025-03-08,2030-01-01,fixed,13
3475,2025-03-08,2030-01-01,fixed,13
3477,2025-03-08,2030-01-01,fixed,13
3478,2025-03-08,2030-01-01,fixed,13
3429,2025-03-08,2030-01-01,fixed,13
3481,2025-03-08,2030-01-01,fixed,13
3482,2025-03-08,2030-01-01,fixed,13
3483,2025-03-08,2030-01-01,fixed,13
3484,2025-03-08,2030-01-01,fixed,13
3485,2025-03-08,2030-01-01,fixed,13
3486,2025-03-08,2030-01-01,fixed,13
3488,2025-03-08,2030-01-01,fixed,13
3489,2025-03-08,2030-01-01,fixed,13
3490,2025-03-08,2030-01-01,fixed,13
3491,2025-03-08,2030-01-01,fixed,13
3492,2025-03-08,2030-01-01,fixed,13
3493,2025-03-08,2030-01-01,fixed,13
3495,2025-03-08,2030-01-01,fixed,13
3496,2025-03-08,2030-01-01,fixed,13
3497,2025-03-08,2030-01-01,fixed,13
3421,2025-03-08,2030-01-01,fixed,13
3501,2025-03-08,2030-01-01,fixed,13
3502,2025-03-08,2030-01-01,fixed,13
3459,2025-03-08,2030-01-01,fixed,13
3504,2025-03-08,2030-01-01,fixed,13
3506,2025-03-08,2030-01-01,fixed,13
3507,2025-03-08,2030-01-01,fixed,13
3508,2025-03-08,2030-01-01,fixed,13
3509,2025-03-08,2030-01-01,fixed,13
3511,2025-03-08,2030-01-01,fixed,13
3512,2025-03-08,2030-01-01,fixed,13
3513,2025-03-08,2030-01-01,fixed,13
3514,2025-03-08,2030-01-01,fixed,13
3515,2025-03-08,2030-01-01,fixed,13
3516,2025-03-08,2030-01-01,fixed,13
3518,2025-03-08,2030-01-01,fixed,13
3519,2025-03-08,2030-01-01,fixed,13
3520,2025-03-08,2030-01-01,fixed,13
3521,2025-03-08,2030-01-01,fixed,13
3522,2025-03-08,2030-01-01,fixed,13
3523,2025-03-08,2030-01-01,fixed,13
3525,2025-03-08,2030-01-01,fixed,13
3526,2025-03-08,2030-01-01,fixed,13
834,2025-03-08,2030-01-01,fixed,13
840,2025-03-08,2030-01-01,fixed,13
3242,2025-03-08,2030-01-01,fixed,13
3250,2025-03-08,2030-01-01,fixed,13
3257,2025-03-08,2030-01-01,fixed,13
3265,2025-03-08,2030-01-01,fixed,13
3207,2025-03-08,2030-01-01,fixed,13
3209,2025-03-08,2030-01-01,fixed,13
3212,2025-03-08,2030-01-01,fixed,13
3226,2025-03-08,2030-01-01,fixed,13
3233,2025-03-08,2030-01-01,fixed,13
3240,2025-03-08,2030-01-01,fixed,13
3269,2025-03-08,2030-01-01,fixed,13
3276,2025-03-08,2030-01-01,fixed,13
3283,2025-03-08,2030-01-01,fixed,13
3409,2025-03-08,2030-01-01,fixed,13
3290,2025-03-08,2030-01-01,fixed,13
3298,2025-03-08,2030-01-01,fixed,13
3219,2025-03-08,2030-01-01,fixed,13
3305,2025-03-08,2030-01-01,fixed,13
3312,2025-03-08,2030-01-01,fixed,13
3319,2025-03-08,2030-01-01,fixed,13
3326,2025-03-08,2030-01-01,fixed,13
3333,2025-03-08,2030-01-01,fixed,13
3339,2025-03-08,2030-01-01,fixed,13
3346,2025-03-08,2030-01-01,fixed,13
3353,2025-03-08,2030-01-01,fixed,13
3360,2025-03-08,2030-01-01,fixed,13
3367,2025-03-08,2030-01-01,fixed,13
3374,2025-03-08,2030-01-01,fixed,13
3381,2025-03-08,2030-01-01,fixed,13
3388,2025-03-08,2030-01-01,fixed,13
3395,2025-03-08,2030-01-01,fixed,13
3402,2025-03-08,2030-01-01,fixed,13
3417,2025-03-08,2030-01-01,fixed,13
3423,2025-03-08,2030-01-01,fixed,13
3431,2025-03-08,2030-01-01,fixed,13
3438,2025-03-08,2030-01-01,fixed,13
3445,2025-03-08,2030-01-01,fixed,13
3452,2025-03-08,2030-01-01,fixed,13
3498,2025-03-08,2030-01-01,fixed,13
3524,2025-03-08,2030-01-01,fixed,13
3460,2025-03-08,2030-01-01,fixed,13
3380,2025-03-08,2030-01-01,fixed,13
972,2025-03-08,2030-01-01,fixed,13
3316,2025-03-08,2030-01-01,fixed,13
4420,2025-04-14,2030-01-01,fixed,13
5523,2026-05-29,2026-08-27,percentage,15
5523,2026-05-29,2026-08-27,percentage,15
11463,2026-05-29,2026-08-27,percentage,5
10416,2026-05-30,2026-08-28,percentage,20
5251,2025-04-18,2030-01-01,fixed,13
5280,2025-04-18,2030-01-01,fixed,13
5281,2025-04-18,2030-01-01,fixed,13
4732,2025-04-14,2030-01-01,fixed,13
11879,2026-05-31,2026-08-29,percentage,5
11879,2026-05-31,2026-08-29,percentage,5
2090,2025-04-14,2030-01-01,fixed,13
5284,2025-04-20,2030-01-01,fixed,13
12036,2026-06-02,2026-08-31,percentage,20
5287,2025-04-21,2030-01-01,fixed,13
6221,2025-06-27,2030-01-01,fixed,13
927,2025-04-14,2030-01-01,fixed,13
5136,2026-06-09,2026-09-07,percentage,20
5316,2025-04-24,2030-01-01,fixed,13
5323,2025-04-24,2030-01-01,fixed,13
9987,2026-06-03,2026-09-01,percentage,15
9987,2026-06-03,2026-09-01,percentage,15
11946,2026-06-05,2026-09-03,percentage,5
10633,2026-06-05,2026-09-03,percentage,5
11999,2026-06-06,2026-09-04,percentage,5
88,2025-12-23,2027-12-31,percentage,100
10628,2026-06-08,2026-08-07,percentage,5
5389,2025-04-28,2030-01-01,fixed,13
5392,2025-04-28,2030-01-01,fixed,13
6457,2026-06-12,2026-09-10,percentage,20
12062,2026-06-12,2026-09-10,percentage,15
10714,2026-04-22,2026-07-21,percentage,5
10714,2026-04-22,2026-07-21,percentage,5
5636,2026-04-22,2026-07-21,percentage,5
5636,2026-04-22,2026-07-21,percentage,5
5734,2026-04-22,2026-07-21,percentage,5
5734,2026-04-22,2026-07-21,percentage,5
3027,2025-04-14,2030-01-01,fixed,13
11630,2026-04-23,2026-07-22,percentage,5
11630,2026-04-23,2026-07-22,percentage,5
9151,2026-06-21,2026-09-19,percentage,5
11399,2026-04-24,2026-07-23,percentage,5
9643,2026-06-22,2026-08-21,percentage,5
11759,2026-04-27,2026-07-26,percentage,15
4895,2025-04-14,2030-01-01,fixed,13
5656,2026-04-27,2026-07-26,percentage,20
5656,2026-04-27,2026-07-26,percentage,20
10667,2026-04-27,2026-07-26,percentage,5
8053,2026-04-27,2026-07-26,percentage,15
8053,2026-04-27,2026-07-26,percentage,15
8611,2025-10-08,2026-10-08,percentage,100
5624,2026-04-27,2026-07-26,percentage,5
5624,2026-04-27,2026-07-26,percentage,5
4859,2026-04-28,2026-07-27,percentage,5
9183,2026-04-28,2026-07-27,percentage,5
9183,2026-04-28,2026-07-27,percentage,5
1686,2026-04-28,2026-07-27,percentage,15
6795,2025-09-15,2026-09-15,percentage,100
11774,2026-04-28,2026-07-27,percentage,5
12167,2026-06-25,2026-09-23,percentage,8
10542,2026-04-28,2026-07-27,percentage,5
10542,2026-04-28,2026-07-27,percentage,5
12167,2026-06-25,2026-08-24,percentage,5
12168,2026-06-25,2026-08-24,percentage,5
2832,2026-06-25,2026-09-23,percentage,8
11419,2026-04-29,2026-07-28,percentage,5
11419,2026-04-29,2026-07-28,percentage,5
8499,2026-06-25,2026-09-23,percentage,8
11783,2026-04-26,2026-07-25,percentage,5
11783,2026-04-26,2026-07-25,percentage,5
12172,2026-06-26,2026-09-24,percentage,4
10169,2026-06-27,2026-09-25,percentage,4
8475,2026-06-27,2026-09-25,percentage,4
7808,2026-04-30,2026-07-29,percentage,15
4285,2025-04-14,2030-01-01,fixed,13
11765,2026-05-05,2026-08-03,percentage,15
11765,2026-05-05,2026-08-03,percentage,15
10701,2026-04-26,2026-07-25,percentage,5
10701,2026-04-26,2026-07-25,percentage,5
10091,2026-06-29,2026-09-27,percentage,4
11787,2026-04-25,2026-07-24,percentage,5
11787,2026-04-25,2026-07-24,percentage,5
1443,2026-05-01,2026-07-30,percentage,10
1443,2026-05-01,2026-07-30,percentage,5
8182,2026-06-05,2026-08-29,percentage,20
11336,2026-05-02,2026-07-31,percentage,15
4406,2025-04-14,2030-01-01,fixed,13
12187,2026-06-30,2026-09-28,percentage,4
11823,2026-05-04,2026-08-02,percentage,20
8280,2026-05-04,2026-08-02,percentage,5
8280,2026-05-04,2026-08-02,percentage,5
11826,2026-05-04,2026-08-02,percentage,15
11108,2026-04-24,2026-07-23,percentage,15
11884,2026-07-02,2026-09-30,percentage,4
12209,2026-07-05,2026-10-03,percentage,4
11907,2026-07-06,2026-10-04,percentage,4
9876,2026-07-07,2026-10-05,percentage,4
7170,2026-07-07,2026-10-05,percentage,4
2425,2026-05-06,2026-08-04,percentage,5
11831,2026-07-12,2026-10-10,percentage,8
733,2025-09-25,2026-09-22,percentage,100
9376,2026-06-26,2026-08-25,percentage,5
12009,2026-07-18,2026-10-16,percentage,4
5058,2026-07-20,2026-10-18,percentage,4
7527,2026-05-15,2026-08-13,percentage,20
5706,2026-06-07,2026-08-06,percentage,5
3583,2026-05-06,2026-08-04,percentage,15
3583,2026-05-06,2026-08-04,percentage,15
9264,2026-05-07,2026-08-05,percentage,5
11855,2026-05-07,2026-08-05,percentage,5
8584,2026-03-23,2026-09-19,percentage,50
2757,2026-05-08,2026-08-06,percentage,15
2757,2026-05-08,2026-08-06,percentage,15
1756,2026-05-08,2026-08-06,percentage,5
5236,2025-12-09,2026-12-09,percentage,100
5236,2025-12-09,2026-12-09,percentage,100
11779,2026-05-08,2026-08-06,percentage,20
11779,2026-05-08,2026-08-06,percentage,20
11885,2026-05-09,2026-08-07,percentage,5
11889,2026-05-10,2026-08-08,percentage,15
10416,2026-05-10,2026-08-08,percentage,15
11567,2026-05-11,2026-08-09,percentage,5
10729,2026-05-11,2026-08-09,percentage,5
10729,2026-05-11,2026-08-09,percentage,5
513,2026-05-11,2026-08-09,percentage,5
513,2026-05-11,2026-08-09,percentage,5
11906,2026-05-11,2026-08-09,percentage,5
2385,2026-05-12,2026-08-10,percentage,15
11903,2026-05-12,2026-08-10,percentage,5
11903,2026-05-12,2026-08-10,percentage,5
11860,2026-05-12,2026-08-10,percentage,5
11860,2026-05-12,2026-08-10,percentage,5
11852,2026-05-13,2026-08-11,percentage,15
8813,2026-03-02,2027-03-02,percentage,100
239,2026-04-06,2026-12-31,percentage,5
9835,2026-04-06,2026-12-31,percentage,5
553,2026-04-06,2026-12-31,percentage,10
9814,2026-04-06,2026-12-31,percentage,8
328,2026-04-06,2026-09-01,percentage,12
920,2026-04-06,2026-12-31,percentage,10
1234,2026-04-06,2026-12-31,percentage,11
7926,2026-04-06,2026-12-31,percentage,9
62,2026-04-06,2026-12-31,percentage,8
73,2026-04-06,2026-12-31,percentage,3
